,Emotion,Clean_Text
9365,sadness,inconsolable 
30896,joy,helping mom yardwork amp putting christmas stuff
1834,sadness,inner clock woke @ 8 dont class till 11
25179,joy,took 13 minutes pilot episode knight rider say quotwell got weirdquot
1765,sadness,learned sils grandmother died yesterday 103 #longevity
34390,joy,like lunch 
1874,joy,know aint best surly aint worst
16654,sadness,went bar order  ellie settled seat   sad light eyes  watched 
25931,anger,bitch imma pick world imma drop yo fuckn headd #  
14192,sadness,oh  im sorry 
12612,anger,jus wanna argue aint got time dont #xa#punkass
33680,anger,12 sentence translations thursday srsly romeo
34604,joy,colorado starting break right note #adventure
11139,joy,understood admitted sofia university
17195,sadness,amazing concert tickets sale friday
15935,sadness,sad saw beautiful girl attainable
14756,fear,frightened time  tell girl frightened  quick  shallow breathing 
18321,anger,played trick me
14084,fear,sells onlybuyers remorsedont buy thats sold fear maybe good horror flick choose love amp trustnot fear
8935,anger,believing  right  angry mishap  matthew retreated bedroom  took penknife cut painful slit hand 
23120,fear,non affrontare mai una giornata lavorativa lunga e pesante con un collega che si cambia vicino te e usa slip bianchi
5934,sadness,missing judas priests farewell tour toronto tonight
34456,joy,black friday death me working 345 1 pm #ihatepeople
23736,joy,  today onwards listen you charger worked baby working again:)
31183,sadness,cant leave lunch hour im searching pix todd haley yelling sigh over #withyelling
23956,sadness,anguished princess  says morton  told friend :  price public life price longer willing pay  
2720,neutral,signs 
24047,neutral,sure 
11506,joy,spent afternoon shahrukhkhan came home ridiculously gorgeous husband finally got hands greys anatomy season 8
481,fear,  norris green bad remember time got stuck ghetto near sainsburys
255,anger,brazil  example  miffed summit nt scheduled date inauguration new president month 
4830,joy,random burst excitement gt
30900,neutral,
34572,sadness,china good sound systems open lecture
27605,sadness,suffer form disease muscles however talk feelings consequence parents try repress it
29269,fear,earthquake minutes floor
10264,sadness,hurts  thought loved 
22705,fear,im nervous oral test 
2377,joy,weekend im taking 1130 slump crawling bed pushing it
9315,joy,hoy noche en con los de clase
1181,joy,broke perfume bottle spilled carpet letting room air out sleeping living room tonight
23283,joy, ive got city life beijing 
8704,joy,tasks past 2 years done christmas spirit town
12759,fear,ate burrito size arm earlier weathering calm storm
19057,joy,afternoon rushed home look result slip higher level fast possible opened envelope carefully found results better expected enter chinese university diligence paid happy
310,joy,solid workout indoor time hw half asleep #tired
22114,fear,im painful situation definition of: damned damned #life #love #therightthing
26099,joy,work morning best things happen
15223,sadness,tried talk parents phone wanted home weekend knew able bear it tried reduce gulf conflict talking order unite worlds result : hysterical mess blinding blaming
10385,neutral,oh  ’ know  thought paint skin 
4487,joy,comes #faith #god depression comes faith failure
29723,fear,merkelozy : quotwe absolutely determined euro stable currency quot  sauf quils ne décident pas…
12907,anger,situation friends actions deliberately wishes (with) regard feelings
30038,joy,wouldnt feel good wasnt pain
1560,joy,delight pushing  making worse 
33947,neutral,oh  ’ pretty popular classmates days  
16682,joy,ew forgot stupid fucking people today
22730,sadness,  found out dragonsong kid(stolen public school library btwhee)
20638,fear,usually left ashamed angry  despite wife s kind words consolation  ashi agitated state dissatisfaction unhappiness 
12821,sadness,dat awkward moment wen ur wit 4 ur friends da movies amp wen da movie cums dem start making out ur left out :(
9396,joy,  sit outside mass packing away furniture discuss finer things life hear desk
5483,anger,close friend intimate bodily relationship (he girlfriend) started avoid want talk more
29145,neutral,500 pieces 
1459,sadness,depressed people withdraw  sleep lot day wakeful nights 
28380,joy,ahh work tomorow bright early
20346,joy,great way start morning
4203,anger,enraged person gets angrier “i completely understand”
6477,joy,pleasure miss  actually  recommend eat  ive 
9275,sadness,im close idea essay want lie bed eat french fries
8751,joy,lost glasses classes day fun
5548,sadness,  haha honestly days outta seven summer idk happened :(
19391,fear,wealth profit thrown pit
29320,joy,amazing things happen pray
27775,anger,got feeling housekeeping boyfriend anything happened period exams study hard
5593,joy,baby cant kick anymore :( getting big jabs feet ribs :)
5831,fear,  attending today severe #shame #hangover send best wishes though lovenbubbles
33739,joy,thought discovered true love
22262,joy,practice tomorrow @ 7:30  sleep   gnite  
11916,joy,course  im afraid im dancer 
15379,anger,cuss let feel stranger 
14136,joy,pikeville eat basketball game 
19601,anger,alexandra grew crosser obvious matthew invited right 
23350,joy,pretty good  bit turbulence pacific ocean bad  worst thing guy  snored night 
12712,joy,keeps saying brains fried studying yeah havent started gonna longggggg night
4123,sadness,lunch amp left lemon juice
469,anger,given exam thought measure ability knowledge subject
4494,sadness,behaviour reverend prentice added anguish 
29054,neutral,thats 
22483,anger,returned taxes expected
5532,joy,supreme awaken creative expression knowledge (albert einstein) #motivation #inspiration #music
25100,sadness,  soho week ago feel blue
3876,joy,hi  tom  want play bowling tonight 
28634,neutral,says 
7385,joy,wanting entirely different todaygood news join revolution good
26975,sadness,bad  leave  thank 
27675,fear,afraid tomorrow seen yesterday lived today #less”
6379,anger,grow fast n wt owt u wn u came bk ws grown nw tht im mre grown feel lyk
10836,joy,taking lilly participate special olympics event lunch #fun
30753,anger,failed msc exams
14414,anger,mean  daddy gave car birthday month  ’ brand new 
12982,joy,type focus study
21021,sadness,allen found crevice secure trust looked find peering little courtyard rainwet backs dejected horses 
19662,neutral,
10473,sadness,hopeless situation dirty place study work loneliness
10485,anger,impression arouse anger see angry respects ~richard m nixon
25797,sadness,holidays girlfriend leave 4 weeks stay turkey weeks job there
25947,joy,act pearl tomorrow
28643,joy,overjoyed prospect  found difficult conceal excitement 
13563,sadness,got message child feeling well
32948,neutral,sorry  far museum 
23154,joy,temporary reaction external~ flows inside influence affect ~internally ~ eternally\0/
13808,joy,  haha yes said quotchampagne mince pies staffroom partyquot
28006,joy,contrast exhilaration frozen lake come swiftly 
1602,anger,holiday cottage association pals came wake early morning bringing radio played highest volume room  morning service loudest
24404,sadness,  thats different em prolly didnt know till started playin nc state
12277,sadness,joe biddy little cheerful  discussing possible plans future  miserable 
33898,sadness,ryan dunn tribute happening soon wish watched tribute mtv #ripdunn
5965,fear,women oooimagine ur female artiste decide giv u blowjob inside studiou fit ask session money nachoiii
27691,joy,weather like washington time year 
24061,fear,come  quickly 
14163,sadness,love psychosocial video love live seeing clown live probably kill :/
1032,fear,dear foxandfriends kids family loves sue
26179,sadness,bears lose awkwardly too like ending sopranos something
20707,fear,passing (by car) bridge car pass precipice sides protection grilles bridge completely muddled
14286,neutral,ive tried  cant stand bald man talking loudly program 
1414,sadness,sorry  sir  receive credit card cash 
25899,joy,tomorrow going kind day #finals #consumerbehavior
7525,sadness,got followed 7 new girls real hit shame unfortunately like bots
18536,sadness,heartbroken tim godwin weeps tells tell 23monthold daughter sophie :  mummy nt coming  
14274,fear,live heart head #butthatsjustme
21718,joy,happy got 2 2 final night joyofchristmas w/   dc fam got pass preznts amp c lil smiles
5583,sadness,sure happened cover agenda ripped off cover like half gone too
13839,anger,1983 sadist provoked sister presence tried force sister accompanying place sister agree kicked fell down fight
20727,joy,im canadian wake 8 saturday morning watch hockey lol #atleastigettimmies
8158,neutral,like cooking 
7173,anger,meddlesomeness mother way live thinks free behavior instance boyfriend stays night
28564,joy,listen   album cafe 20 minutes
7937,sadness,michael codron told :  ken remained loyal  miserable 
10112,joy,time left 
19226,fear,resembled bonamy dobre leeds  reacted utmost dismay pet student  robin skelton  announced engagement fellowstudent 
9333,sadness,quarrelled boyfriend
15916,joy,2 quotwoody allen: documentaryquot   + white wine =
16878,joy,2 hours sleep past 36 hours
17541,joy,  think end loner group go#pleasedontleaveme
26478,joy,candle amp pink christmas tree
5709,sadness,gettinv kicked scrabble need english class #throw ds it
12495,sadness,soi cant deny longer tomorrow head work  packing lunch now #missingvacationalready
27052,joy,interrupted hoarse  gleeful chuckle 
14248,joy,love aldi adverts  jacks xmas fair today tat crap house
30487,joy,sister gave birth twins healthy ones
7349,sadness,home past 45 min iv working homework :( break
12190,fear,learnt girl impregnated hospital verge dying refused accept responsibility pregnancy wanted commit suicide
17735,joy,day finished military service
30229,sadness,setbacks
344,joy,garage bunch drunk people
4454,sadness,family stilll doesnt tree tweet day untill do @ haisley house
12197,sadness,getting sick night beautiful sleep sucks ass
4574,fear,single seats available 4 boston game r bruins bench cmon fans $$$ mouths r
